id,related_id,slug,title,presenterDisplayName
519572,1976,jeremy_kasdin_the_flower_shaped_starshade_that_might_help_us_detect_earth_like_planets,The flower-shaped starshade that might help us detect Earth-like planets,Jeremy Kasdin
519572,648,garik_israelian_how_spectroscopy_could_reveal_alien_life,How spectroscopy could reveal alien life,Garik Israelian
519572,2320,wendy_freedman_this_telescope_might_show_us_the_beginning_of_the_universe,This telescope might show us the beginning of the universe,Wendy Freedman
519572,468,jill_tarter_join_the_seti_search,Join the SETI search,Jill Tarter
519572,23913,marjee_chmiel_and_trevor_owens_is_there_a_center_of_the_universe,Is there a center of the universe?,Marjee Chmiel and Trevor Owens
519572,36762,phil_plait_the_secret_to_scientific_discoveries_making_mistakes,The secret to scientific discoveries? Making mistakes,Phil Plait
509278,98103,stephanie_honchell_smith_is_this_the_most_beautiful_building_in_the_world,Is this the most beautiful building in the world?,Stephanie Honchell Smith
509278,98706,soraya_field_fiorio_how_did_they_build_the_great_pyramid_of_giza,How did they build the Great Pyramid of Giza?,Soraya Field Fiorio
509278,75778,alex_gendler_how_one_design_flaw_almost_toppled_a_skyscraper,How one design flaw almost toppled a skyscraper,Alex Gendler
516513,1412,jonathan_foley_the_other_inconvenient_truth,The other inconvenient truth,Jonathan Foley
516513,118669,asmeret_asefaw_berhe_we_actually_have_a_shot_at_stopping_the_climate_crisis,We actually have a shot at stopping the climate crisis,Asmeret Asefaw Berhe
516513,121580,cedrik_neike_time_is_running_out_on_climate_change_the_metaverse_could_help,Time is running out on climate change. The metaverse could help,Cedrik Neike
516513,192,david_keith_a_critical_look_at_geoengineering_against_climate_change,A critical look at geoengineering against climate change,David Keith
516513,2784,ted_halstead_a_climate_solution_where_all_sides_can_win,A climate solution where all sides can win,Ted Halstead
516513,2339,alice_bows_larkin_climate_change_is_happening_here_s_how_we_adapt,Climate change is happening. Here's how we adapt,Alice Bows-Larkin
518592,89710,temie_giwa_tubosun_the_funding_gap_in_start_up_investing,The funding gap in start-up investing,Temie Giwa-Tubosun
518592,110391,shou_chew_tiktok_s_ceo_on_its_future_and_what_makes_its_algorithm_different,TikTok's CEO on its future — and what makes its algorithm different,Shou Chew
518592,97979,cristina_junqueira_and_elena_crescia_how_to_discover_your_business_s_competitive_advantage,How to discover your business's competitive advantage,Cristina Junqueira and Elena Crescia
518592,21307,leticia_gasca_don_t_fail_fast_fail_mindfully,Don't fail fast -- fail mindfully,Leticia Gasca
518592,1837,michael_porter_the_case_for_letting_business_solve_social_problems,The case for letting business solve social problems,Michael Porter
518592,1339,gayle_tzemach_lemmon_women_entrepreneurs_example_not_exception,"Women entrepreneurs, example not exception",Gayle Tzemach Lemmon
518815,93192,luka_seamus_wright_these_animals_are_also_plants_wait_what,"These animals are also plants ... wait, what?",Luka Seamus Wright
518815,84611,steve_rothstein_would_you_raise_the_bird_that_murdered_your_children,Would you raise the bird that murdered your children?,Steve Rothstein
518815,44494,camille_defrenne_and_suzanne_simard_the_secret_language_of_trees,The secret language of trees,Camille Defrenne and Suzanne Simard
518233,122557,sofia_ongele_your_creative_superpowers_can_help_protect_democracy,Your creative superpowers can help protect democracy,Sofia Ongele
518233,120758,katie_fahey_a_crash_course_in_making_political_change,A crash course in making political change,Katie Fahey
518233,121119,charles_m_blow_the_case_for_a_new_great_migration_in_the_us,The case for a new Great Migration in the US,Charles M. Blow
518233,1547,ivan_krastev_can_democracy_exist_without_trust,Can democracy exist without trust?,Ivan Krastev
518233,1595,rory_stewart_why_democracy_matters,Why democracy matters,Rory Stewart
518233,1765,george_papandreou_imagine_a_european_democracy_without_borders,Imagine a European democracy without borders,George Papandreou
518961,12356,worklife_with_adam_grant_the_daily_show_s_secret_to_creativity,The Daily Show's secret to creativity,WorkLife with Adam Grant
518961,73599,how_to_be_a_better_human_how_to_challenge_conventional_wisdom_and_change_any_industry,How to challenge conventional wisdom -- and change any industry,How to Be a Better Human
518961,67898,far_flung_an_indigenous_mixtape_from_lima_peru,"An Indigenous Mixtape from Lima, Peru",Far Flung
517766,118065,liana_finck_life_is_hard_art_helps,Life is hard. Art helps,Liana Finck
517766,60390,ananya_grover_a_campaign_for_period_positivity,A campaign for period positivity,Ananya Grover
517766,55113,pat_mitchell_dangerous_times_call_for_dangerous_women,Dangerous times call for dangerous women,Pat Mitchell
517766,743,ravin_agrawal_10_young_indian_artists_to_watch,10 young Indian artists to watch,Ravin Agrawal
517766,1579,thomas_p_campbell_weaving_narratives_in_museum_galleries,Weaving narratives in museum galleries,Thomas P. Campbell
517766,1169,shea_hembrey_how_i_became_100_artists,How I became 100 artists,Shea Hembrey
518895,73599,how_to_be_a_better_human_how_to_challenge_conventional_wisdom_and_change_any_industry,How to challenge conventional wisdom -- and change any industry,How to Be a Better Human
518895,56988,david_ikard_the_real_story_of_rosa_parks_and_why_we_need_to_confront_myths_about_black_history,The real story of Rosa Parks -- and why we need to confront myths about Black history,David Ikard
518895,92343,julieanna_l_richardson_the_mission_to_safeguard_black_history_in_the_us,The mission to safeguard Black history in the US,Julieanna L. Richardson
516369,2265,laura_schulz_the_surprisingly_logical_minds_of_babies,The surprisingly logical minds of babies,Laura Schulz
516369,82792,brian_christian_how_to_get_better_at_video_games_according_to_babies,"How to get better at video games, according to babies",Brian Christian
516369,120759,kevin_h_gary_why_you_shouldn_t_trust_boredom,Why you shouldn't trust boredom,Kevin H. Gary
516369,752,jane_chen_a_warm_embrace_that_saves_lives,A warm embrace that saves lives,Jane Chen
516369,1241,alison_gopnik_what_do_babies_think,What do babies think?,Alison Gopnik
516369,544,naturally_7_a_full_band_beatbox,A full-band beatbox,Naturally 7
518958,648,garik_israelian_how_spectroscopy_could_reveal_alien_life,How spectroscopy could reveal alien life,Garik Israelian
518958,1976,jeremy_kasdin_the_flower_shaped_starshade_that_might_help_us_detect_earth_like_planets,The flower-shaped starshade that might help us detect Earth-like planets,Jeremy Kasdin
518958,1710,freeman_hrabowski_4_pillars_of_college_success_in_science,4 pillars of college success in science,Freeman Hrabowski
518958,2468,tabetha_boyajian_the_most_mysterious_star_in_the_universe,The most mysterious star in the universe,Tabetha Boyajian
518958,468,jill_tarter_join_the_seti_search,Join the SETI search,Jill Tarter
518958,36762,phil_plait_the_secret_to_scientific_discoveries_making_mistakes,The secret to scientific discoveries? Making mistakes,Phil Plait
517214,62214,judy_grisel_how_does_alcohol_make_you_drunk,How does alcohol make you drunk?,Judy Grisel
517214,55275,rod_phillips_a_brief_history_of_alcohol,A brief history of alcohol,Rod Phillips
517214,94959,judy_grisel_how_does_alcohol_cause_hangovers,How does alcohol cause hangovers?,Judy Grisel
511243,100412,xavier_cortada_a_creative_approach_to_community_climate_action,A creative approach to community climate action,Xavier Cortada
511243,115255,anika_goss_detroit_s_climate_crisis_and_how_to_build_a_resilient_future_everywhere,Detroit's climate crisis — and how to build a resilient future everywhere,Anika Goss
511243,118441,gopal_d_patel_the_unexpected_way_spirituality_connects_to_climate_change,The unexpected way spirituality connects to climate change,Gopal D. Patel
511243,192,david_keith_a_critical_look_at_geoengineering_against_climate_change,A critical look at geoengineering against climate change,David Keith
511243,243,al_gore_new_thinking_on_the_climate_crisis,New thinking on the climate crisis,Al Gore
511243,2784,ted_halstead_a_climate_solution_where_all_sides_can_win,A climate solution where all sides can win,Ted Halstead
516510,121579,jessica_apotheker_what_will_happen_to_marketing_in_the_age_of_ai,What will happen to marketing in the age of AI?,Jessica Apotheker
516510,46585,margaret_heffernan_the_human_skills_we_need_in_an_unpredictable_world,The human skills we need in an unpredictable world,Margaret Heffernan
516510,118165,piyachart_phiromswad_the_tech_we_need_to_fight_workplace_ageism,The tech we need to fight workplace ageism,Piyachart Phiromswad
516510,2841,tom_gruber_how_ai_can_enhance_our_memory_work_and_social_lives,"How AI can enhance our memory, work and social lives",Tom Gruber
516510,20368,kai_fu_lee_how_ai_can_save_our_humanity,How AI can save our humanity,Kai-Fu Lee
516510,17851,max_tegmark_how_to_get_empowered_not_overpowered_by_ai,"How to get empowered, not overpowered, by AI",Max Tegmark
504968,26075,gillian_gibb_why_can_t_some_birds_fly,Why can't some birds fly?,Gillian Gibb
504968,65856,jan_stejskal_the_last_living_members_of_an_extinct_species,The last living members of an extinct species,Jan Stejskal
504968,84611,steve_rothstein_would_you_raise_the_bird_that_murdered_your_children,Would you raise the bird that murdered your children?,Steve Rothstein
517406,113678,richard_reeves_how_to_solve_the_education_crisis_for_boys_and_men,How to solve the education crisis for boys and men,Richard Reeves
517406,107971,jerome_hunter_3_skills_every_middle_school_boy_needs,3 skills every middle school boy needs,Jerome Hunter
517406,107970,kris_alexander_how_video_games_can_level_up_the_way_you_learn,How video games can level up the way you learn,Kris Alexander
517406,1216,joan_halifax_compassion_and_the_true_meaning_of_empathy,Compassion and the true meaning of empathy,Joan Halifax
517406,674,dayananda_saraswati_the_profound_journey_of_compassion,The profound journey of compassion,Dayananda Saraswati
517406,1113,chade_meng_tan_everyday_compassion_at_google,Everyday compassion at Google,Chade-Meng Tan
517352,115190,jennifer_doudna_crispr_s_next_advance_is_bigger_than_you_think,CRISPR's next advance is bigger than you think,Jennifer Doudna
517352,120982,eric_topol_can_ai_catch_what_doctors_miss,Can AI catch what doctors miss?,Eric Topol
517352,119289,anna_maria_coclite_artificial_skin_we_made_it_here_s_why,Artificial skin? We made it — here's why,Anna Maria Coclite
517352,761,david_agus_a_new_strategy_in_the_war_on_cancer,A new strategy in the war on cancer,David Agus
517352,2821,jimmy_lin_a_simple_new_blood_test_that_can_catch_cancer_early,A simple new blood test that can catch cancer early,Jimmy Lin
517352,2109,jorge_soto_the_future_of_early_cancer_detection,The future of early cancer detection?,Jorge Soto
518517,2726,david_r_williams_how_racism_makes_us_sick,How racism makes us sick,David R. Williams
518517,2512,joseph_ravenell_how_barbershops_can_keep_men_healthy,How barbershops can keep men healthy,Joseph Ravenell
518517,249,ernest_madu_world_class_health_care,World-class health care,Ernest Madu
518517,2445,mary_bassett_why_your_doctor_should_care_about_social_justice,Why your doctor should care about social justice,Mary Bassett
518517,23713,rebecca_onie_what_americans_agree_on_when_it_comes_to_health,What Americans agree on when it comes to health,Rebecca Onie
518517,2428,dorothy_roberts_the_problem_with_race_based_medicine,The problem with race-based medicine,Dorothy Roberts
516508,95765,nina_mcneely_once_there_was_iii_a_mesmerizing_blend_of_dance_animation_and_tech,"""Once There Was III"" -- a mesmerizing blend of dance, animation and tech",Nina McNeely
516508,103018,melaku_belay_the_ecstasy_of_eskista_an_ancient_ethiopian_dance,"The ecstasy of Eskista, an ancient Ethiopian dance",Melaku Belay
516508,113501,jessie_reyez_still_c_u_figures,"""STILL C U"" / ""Figures""",Jessie Reyez
516508,2844,anika_paulson_how_i_found_myself_through_music,How I found myself through music,Anika Paulson
516508,35945,crush_club_my_man_bohanna_we_dance,"""My Man"" / ""Bohanna"" / ""We Dance""", Crush Club
516508,1500,usman_riaz_preston_reed_a_young_guitarist_meets_his_hero,A young guitarist meets his hero,Usman Riaz + Preston Reed
505794,120096,donnel_baird_why_you_should_ditch_deadly_fossil_fuel_appliances,Why you should ditch deadly fossil-fuel appliances,Donnel Baird
505794,118063,emma_nehrenheim_the_powerful_possibilities_of_recycling_the_world_s_batteries,The powerful possibilities of recycling the world's batteries,Emma Nehrenheim
505794,115994,olivia_breese_the_molecular_love_story_that_could_help_power_the_world,The molecular love story that could help power the world,Olivia Breese
505794,128,john_doerr_salvation_and_profit_in_greentech,Salvation (and profit) in greentech,John Doerr
505794,1380,james_hansen_why_i_must_speak_out_about_climate_change,Why I must speak out about climate change,James Hansen
505794,1754,alex_laskey_how_behavioral_science_can_lower_your_energy_bill,How behavioral science can lower your energy bill,Alex Laskey
512087,84611,steve_rothstein_would_you_raise_the_bird_that_murdered_your_children,Would you raise the bird that murdered your children?,Steve Rothstein
512087,98073,miles_zhang_what_s_worse_than_a_wasp_s_sting_murder,What’s worse than a wasp’s sting? Murder,Miles Zhang
512087,56811,walter_r_tschinkel_mating_frenzies_sperm_hoards_and_brood_raids_the_life_of_a_fire_ant_queen,"Mating frenzies, sperm hoards, and brood raids: The life of a fire ant queen",Walter R. Tschinkel
513799,81706,aj_hikes_want_to_truly_succeed_lift_others_up_while_you_climb,Want to truly succeed? Lift others up while you climb,AJ Hikes
513799,81728,kim_scott_and_trier_bryant_how_to_reduce_bias_in_your_workplace,How to reduce bias in your workplace,Kim Scott and Trier Bryant
513799,69383,rosalind_g_brewer_how_to_foster_true_diversity_and_inclusion_at_work_and_in_your_community,How to foster true diversity and inclusion at work (and in your community),Rosalind G. Brewer
513799,3585,rocio_lorenzo_how_diversity_makes_teams_more_innovative,How diversity makes teams more innovative,Rocío Lorenzo
513799,1930,roselinde_torres_what_it_takes_to_be_a_great_leader,What it takes to be a great leader,Roselinde Torres
513799,1990,mellody_hobson_color_blind_or_color_brave,Color blind or color brave?,Mellody Hobson
516437,104637,ted_ed_how_to_manage_your_emotions,How to manage your emotions, TED-Ed
516437,24306,skye_c_cleary_why_do_we_love_a_philosophical_inquiry,Why do we love? A philosophical inquiry,Skye C. Cleary
516437,66642,nina_medvinskaya_is_life_meaningless_and_other_absurd_questions,Is life meaningless? And other absurd questions,Nina Medvinskaya
513301,123235,chris_anderson_it_s_time_for_infectious_generosity_here_s_how,It's time for infectious generosity. Here's how,Chris Anderson
513301,60422,johanna_figueira_simple_effective_tech_to_connect_communities_in_crisis,"Simple, effective tech to connect communities in crisis",Johanna Figueira
513301,115309,david_lammy_and_justin_j_pearson_how_to_be_a_leader_for_climate_justice,How to be a leader for climate justice,David Lammy and Justin J. Pearson
513301,1547,ivan_krastev_can_democracy_exist_without_trust,Can democracy exist without trust?,Ivan Krastev
513301,1765,george_papandreou_imagine_a_european_democracy_without_borders,Imagine a European democracy without borders,George Papandreou
513301,1595,rory_stewart_why_democracy_matters,Why democracy matters,Rory Stewart
517295,19535,dan_knights_how_we_study_the_microbes_living_in_your_gut,How we study the microbes living in your gut,Dan Knights
517295,52467,henna_maria_uusitupa_how_the_gut_microbes_you_re_born_with_affect_your_lifelong_health,How the gut microbes you're born with affect your lifelong health,Henna-Maria Uusitupa
517295,37137,fatima_alzahra_a_alatraktchi_to_detect_diseases_earlier_let_s_speak_bacteria_s_secret_language,"To detect diseases earlier, let's speak bacteria's secret language",Fatima AlZahra'a Alatraktchi
517295,1503,jonathan_eisen_meet_your_microbes,Meet your microbes,Jonathan Eisen
517295,23806,jessica_green_and_karen_guillemin_you_are_your_microbes,You are your microbes,Jessica Green and Karen Guillemin
517295,2201,rob_knight_how_our_microbes_make_us_who_we_are,How our microbes make us who we are,Rob Knight
513295,10274,isabel_wilkerson_the_great_migration_and_the_power_of_a_single_decision,The Great Migration and the power of a single decision,Isabel Wilkerson
513295,113488,yara_shahidi_let_curiosity_lead,Let curiosity lead,Yara Shahidi
513295,117865,tavares_strachan_the_encyclopedia_of_invisibility_a_home_for_lost_stories,The Encyclopedia of Invisibility — a home for lost stories,Tavares Strachan
513295,403,franco_sacchi_a_tour_of_nollywood_nigeria_s_booming_film_industry,"A tour of Nollywood, Nigeria's booming film industry",Franco Sacchi
513295,1476,beeban_kidron_the_shared_wonder_of_film,The shared wonder of film,Beeban Kidron
513295,2694,stacy_smith_the_data_behind_hollywood_s_sexism,The data behind Hollywood's sexism,Stacy Smith
509270,121101,walter_de_brouwer_how_ai_is_learning_what_it_means_to_be_human,How AI is learning what it means to be human,Walter De Brouwer
509270,121073,heather_meeker_why_we_need_open_source_ai,Why we need open-source AI,Heather Meeker
509270,121093,rajeev_ronanki_for_future_ai_the_prompt_is_you,"For future AI, the prompt is you",Rajeev Ronanki
509236,121072,harrison_chase_the_magical_ai_assistants_of_the_future_and_the_engineering_behind_them,The magical AI assistants of the future — and the engineering behind them,Harrison Chase
509236,121579,jessica_apotheker_what_will_happen_to_marketing_in_the_age_of_ai,What will happen to marketing in the age of AI?,Jessica Apotheker
509236,121093,rajeev_ronanki_for_future_ai_the_prompt_is_you,"For future AI, the prompt is you",Rajeev Ronanki
509207,122245,sam_gregory_when_ai_can_fake_reality_who_can_you_trust,"When AI can fake reality, who can you trust?",Sam Gregory
509207,121093,rajeev_ronanki_for_future_ai_the_prompt_is_you,"For future AI, the prompt is you",Rajeev Ronanki
509207,121579,jessica_apotheker_what_will_happen_to_marketing_in_the_age_of_ai,What will happen to marketing in the age of AI?,Jessica Apotheker
509249,121101,walter_de_brouwer_how_ai_is_learning_what_it_means_to_be_human,How AI is learning what it means to be human,Walter De Brouwer
509249,121089,pelonomi_moiloa_how_ai_can_keep_disappearing_languages_alive,How AI can keep disappearing languages alive,Pelonomi Moiloa
509249,121113,shane_legg_and_chris_anderson_the_transformative_potential_of_agi_and_when_it_might_arrive,The transformative potential of AGI — and when it might arrive,Shane Legg and Chris Anderson
509178,97780,andrew_ng_how_ai_could_empower_any_business,How AI could empower any business,Andrew Ng
509178,121069,cathie_wood_why_ai_will_spark_exponential_economic_growth,Why AI will spark exponential economic growth,Cathie Wood
509178,121113,shane_legg_and_chris_anderson_the_transformative_potential_of_agi_and_when_it_might_arrive,The transformative potential of AGI — and when it might arrive,Shane Legg and Chris Anderson
509243,116953,refik_anadol_how_ai_art_could_enhance_humanity_s_collective_memory,How AI art could enhance humanity's collective memory,Refik Anadol
509243,115885,eileen_isagon_skyers_in_the_age_of_ai_art_what_can_originality_look_like,"In the age of AI art, what can originality look like?",Eileen Isagon Skyers
509243,57924,diego_prilusky_how_volumetric_video_brings_a_new_dimension_to_filmmaking,How volumetric video brings a new dimension to filmmaking,Diego Prilusky
509234,121113,shane_legg_and_chris_anderson_the_transformative_potential_of_agi_and_when_it_might_arrive,The transformative potential of AGI — and when it might arrive,Shane Legg and Chris Anderson
509234,121072,harrison_chase_the_magical_ai_assistants_of_the_future_and_the_engineering_behind_them,The magical AI assistants of the future — and the engineering behind them,Harrison Chase
509234,121093,rajeev_ronanki_for_future_ai_the_prompt_is_you,"For future AI, the prompt is you",Rajeev Ronanki
509197,111748,nita_farahany_your_right_to_mental_privacy_in_the_age_of_brain_sensing_tech,Your right to mental privacy in the age of brain-sensing tech,Nita Farahany
509197,122245,sam_gregory_when_ai_can_fake_reality_who_can_you_trust,"When AI can fake reality, who can you trust?",Sam Gregory
509197,119420,sasha_luccioni_ai_is_dangerous_but_not_for_the_reasons_you_think,"AI is dangerous, but not for the reasons you think",Sasha Luccioni
509174,116411,bilawal_sidhu_the_ai_powered_tools_supercharging_your_imagination,The AI-powered tools supercharging your imagination,Bilawal Sidhu
509174,99842,sofia_crespo_ai_generated_creatures_that_stretch_the_boundaries_of_imagination,AI-generated creatures that stretch the boundaries of imagination,Sofia Crespo
509174,114820,k_allado_mcdowell_our_creative_relationship_with_ai_is_just_beginning,Our creative relationship with AI is just beginning,K Allado-McDowell
509272,121071,edo_liberty_how_does_long_term_memory_work_in_ai,How does long-term memory work in AI?,Edo Liberty
509272,103361,dennis_hong_7_new_species_of_robot_that_jump_dance_and_walk_on_water,"7 new species of robot that jump, dance — and walk on water",Dennis Hong
509272,119915,liv_boeree_the_dark_side_of_competition_in_ai,The dark side of competition in AI,Liv Boeree
509253,121093,rajeev_ronanki_for_future_ai_the_prompt_is_you,"For future AI, the prompt is you",Rajeev Ronanki
509253,89664,betul_kacar_we_could_kick_start_life_on_another_planet_should_we,We could kick-start life on another planet. Should we?,Betül Kaçar
509253,119531,ruha_benjamin_is_technology_our_savior_or_our_slayer, Is technology our savior — or our slayer?,Ruha Benjamin
509239,121069,cathie_wood_why_ai_will_spark_exponential_economic_growth,Why AI will spark exponential economic growth,Cathie Wood
509239,121067,amjad_masad_how_ai_can_help_you_turn_an_idea_into_the_next_great_app,How AI can help you turn an idea into the next great app,Amjad Masad
509239,119915,liv_boeree_the_dark_side_of_competition_in_ai,The dark side of competition in AI,Liv Boeree
509224,121089,pelonomi_moiloa_how_ai_can_keep_disappearing_languages_alive,How AI can keep disappearing languages alive,Pelonomi Moiloa
509224,68119,jamila_gordon_how_ai_can_help_shatter_barriers_to_equality,How AI can help shatter barriers to equality,Jamila Gordon
509224,119531,ruha_benjamin_is_technology_our_savior_or_our_slayer, Is technology our savior — or our slayer?,Ruha Benjamin
509193,119479,stephen_wolfram_how_to_think_computationally_about_ai_the_universe_and_everything," How to think computationally about AI, the universe and everything",Stephen Wolfram
509193,119915,liv_boeree_the_dark_side_of_competition_in_ai,The dark side of competition in AI,Liv Boeree
509193,121071,edo_liberty_how_does_long_term_memory_work_in_ai,How does long-term memory work in AI?,Edo Liberty
502729,90288,stephanie_honchell_smith_history_vs_tamerlane_the_conqueror,History vs. Tamerlane the Conqueror,Stephanie Honchell Smith
502729,113004,carolyn_harris_why_is_marie_antoinette_so_controversial,Why is Marie Antoinette so controversial?,Carolyn Harris
502729,97627,frank_cogliano_what_makes_thomas_jefferson_so_controversial,What makes Thomas Jefferson so controversial?,Frank Cogliano
514390,110800,golshifteh_farahani_woman_life_freedom_in_iran_and_what_it_means_for_the_rest_of_the_world,"""Woman, Life, Freedom"" in Iran — and what it means for the rest of the world",Golshifteh Farahani
514390,113605,sahar_zand_why_iranians_are_cutting_their_hair_for_woman_life_freedom,"Why Iranians are cutting their hair for ""Woman, Life, Freedom""",Sahar Zand
514390,82094,melati_wijsen_a_roadmap_for_young_changemakers,A roadmap for young changemakers,Melati Wijsen
514390,1154,shirin_neshat_art_in_exile,Art in exile,Shirin Neshat
514390,1462,dalia_mogahed_the_attitudes_that_sparked_arab_spring,The attitudes that sparked Arab Spring,Dalia Mogahed
514390,1078,madeleine_albright_on_being_a_woman_and_a_diplomat,On being a woman and a diplomat,Madeleine Albright
514213,121579,jessica_apotheker_what_will_happen_to_marketing_in_the_age_of_ai,What will happen to marketing in the age of AI?,Jessica Apotheker
514213,122878,adriann_negreros_don_t_be_a_jerk_to_your_barista_and_other_thoughts_on_frontline_work,Don't be a jerk to your barista — and other thoughts on frontline work,Adriann Negreros
514213,122058,rosita_najmi_what_s_your_leadership_language,What's your leadership language?,Rosita Najmi
514213,547,ray_anderson_the_business_logic_of_sustainability,The business logic of sustainability,Ray Anderson
514213,1850,steve_howard_let_s_go_all_in_on_selling_sustainability,Let's go all-in on selling sustainability,Steve Howard
514213,1837,michael_porter_the_case_for_letting_business_solve_social_problems,The case for letting business solve social problems,Michael Porter
503797,83180,luka_seamus_wright_the_wild_sex_lives_of_marine_creatures,The wild sex lives of marine creatures,Luka Seamus Wright
503797,114060,jack_cooper_and_catalina_pimiento_why_did_megalodon_go_extinct,Why did Megalodon go extinct?,Jack Cooper and Catalina Pimiento
503797,75337,grantly_galland_and_raiana_mckinney_meet_the_bluefin_tuna_the_toughest_fish_in_the_sea,"Meet the bluefin tuna, the toughest fish in the sea",Grantly Galland and Raiana McKinney
503490,99842,sofia_crespo_ai_generated_creatures_that_stretch_the_boundaries_of_imagination,AI-generated creatures that stretch the boundaries of imagination,Sofia Crespo
503490,117865,tavares_strachan_the_encyclopedia_of_invisibility_a_home_for_lost_stories,The Encyclopedia of Invisibility — a home for lost stories,Tavares Strachan
503490,116406,ersin_han_ersin_what_s_it_like_to_be_a_giant_sequoia_tree,What's it like to be a giant sequoia tree?,Ersin Han Ersin
503490,1747,phil_hansen_embrace_the_shake,Embrace the shake,Phil Hansen
503490,1169,shea_hembrey_how_i_became_100_artists,How I became 100 artists,Shea Hembrey
503490,831,thelma_golden_how_art_gives_shape_to_cultural_change,How art gives shape to cultural change,Thelma Golden
485862,136281,yara_shahidi_and_anil_seth_what_makes_you_you_an_actor_and_a_neuroscientist_answer,What makes you “you”? An actor and a neuroscientist answer,Yara Shahidi and Anil Seth
485862,118279,jordan_dinwiddie_10_lessons_i_learned_from_being_a_nerd,10 lessons I learned from being a nerd,Jordan Dinwiddie
485862,113331,sheryl_lee_ralph_a_3_step_guide_to_believing_in_yourself,A 3-step guide to believing in yourself,Sheryl Lee Ralph
485862,831,thelma_golden_how_art_gives_shape_to_cultural_change,How art gives shape to cultural change,Thelma Golden
485862,1066,johanna_blakley_social_media_and_the_end_of_gender,Social media and the end of gender,Johanna Blakley
485862,1653,young_ha_kim_be_an_artist_right_now,"Be an artist, right now!",Young-ha Kim
516261,103361,dennis_hong_7_new_species_of_robot_that_jump_dance_and_walk_on_water,"7 new species of robot that jump, dance — and walk on water",Dennis Hong
516261,88952,emma_hart_self_assembling_robots_and_the_potential_of_artificial_evolution,Self-assembling robots and the potential of artificial evolution,Emma Hart
516261,96396,anicka_yi_intelligent_floating_machines_inspired_by_nature,Intelligent floating machines inspired by nature,Anicka Yi
516261,2852,noriko_arai_can_a_robot_pass_a_university_entrance_exam,Can a robot pass a university entrance exam?,Noriko Arai
516261,36479,kriti_sharma_how_to_keep_human_bias_out_of_ai,How to keep human bias out of AI,Kriti Sharma
516261,2645,kevin_kelly_how_ai_can_bring_on_a_second_industrial_revolution,How AI can bring on a second Industrial Revolution,Kevin Kelly
507046,118317,carolyn_beans_what_would_happen_if_everyone_stopped_eating_meat_tomorrow,What would happen if everyone stopped eating meat tomorrow? ,Carolyn Beans
507046,112485,carolyn_beans_food_expiration_dates_don_t_mean_what_you_think,Food expiration dates don't mean what you think,Carolyn Beans
507046,94546,miranda_brown_what_do_dumplings_look_like_around_the_world,What do dumplings look like around the world?,Miranda Brown
512357,84912,kathryn_kolbert_the_end_of_roe_v_wade_and_what_comes_next_for_reproductive_freedom,The end of Roe v. Wade -- and what comes next for reproductive freedom,Kathryn Kolbert
512357,113194,mark_edwards_why_is_it_so_hard_to_get_effective_birth_control_in_the_us,Why is it so hard to get effective birth control in the US?,Mark Edwards
512357,118159,robin_buckley_why_i_gave_my_teenage_daughter_a_vibrator,Why I gave my teenage daughter a vibrator,Robin Buckley
512357,1943,anne_marie_slaughter_can_we_all_have_it_all,"Can we all ""have it all""?",Anne-Marie Slaughter
512357,1078,madeleine_albright_on_being_a_woman_and_a_diplomat,On being a woman and a diplomat,Madeleine Albright
512357,1910,paula_johnson_his_and_hers_health_care,His and hers ... health care,Paula Johnson
514287,120758,katie_fahey_a_crash_course_in_making_political_change,A crash course in making political change,Katie Fahey
514287,120180,yordanos_eyoel_how_to_build_a_global_pro_democracy_movement,How to build a global pro-democracy movement,Yordanos Eyoel
514287,120209,irina_karamanos_adrian_it_s_time_to_rethink_the_role_of_first_lady,It's time to rethink the role of First Lady,Irina Karamanos Adrian
514287,1765,george_papandreou_imagine_a_european_democracy_without_borders,Imagine a European democracy without borders,George Papandreou
514287,1595,rory_stewart_why_democracy_matters,Why democracy matters,Rory Stewart
514287,1547,ivan_krastev_can_democracy_exist_without_trust,Can democracy exist without trust?,Ivan Krastev
516251,118894,ian_bremmer_the_israel_hamas_war_and_what_it_means_for_the_world,The Israel-Hamas war — and what it means for the world,Ian Bremmer
516251,89707,ian_bremmer_war_in_ukraine_and_what_it_means_for_the_world_order,War in Ukraine — and what it means for the world order,Ian Bremmer
516251,120983,ian_bremmer_when_biden_met_xi_and_what_s_going_on_with_the_us_and_china,When Biden met Xi (and what's going on with the US and China),Ian Bremmer
516251,1321,jonas_gahr_store_in_defense_of_dialogue,In defense of dialogue,Jonas Gahr Støre
516251,270,paul_collier_the_bottom_billion,"The ""bottom billion""",Paul Collier
516251,951,carne_ross_an_independent_diplomat,An independent diplomat,Carne Ross
514337,39981,elizabeth_dunn_helping_others_makes_us_happier_but_it_matters_how_we_do_it,Helping others makes us happier -- but it matters how we do it,Elizabeth Dunn
514337,122222,asha_curran_how_acts_of_kindness_sparked_a_global_movement,How acts of kindness sparked a global movement,Asha Curran
514337,97791,sara_lomelin_your_invitation_to_disrupt_philanthropy,Your invitation to disrupt philanthropy,Sara Lomelin
514337,1113,chade_meng_tan_everyday_compassion_at_google,Everyday compassion at Google,Chade-Meng Tan
514337,1074,krista_tippett_reconnecting_with_compassion,Reconnecting with compassion,Krista Tippett
