id,slug,internalId,description,duration,presenterDisplayName,publishedAt
543853,sam_wang_can_math_help_repair_democracy,136913,"Could math help make American democracy more responsive to the people? From detecting gerrymandered districts to predicting the impact of alternative election methods like ranked-choice voting, neuroscientist Sam Wang outlines how computer simulations can help fix the bugs in US democracy — and put it on the path to repair.",724,Sam Wang,2024-09-10T14:58:32Z
540872,chris_duffy_how_to_find_laughter_anywhere,135443,Why are some people really funny and others ... not so much? Comedian Chris Duffy shows how you can sharpen your sense of humor and start laughing every day — by seeing the world like a kid.,454,Chris Duffy,2024-09-09T14:47:25Z
544930,ted_talks_daily_vibe_check_with_elise_hu,137407,"This is a special podcast collaboration between TED Talks Daily, and Vibe Check, a show hosted by Sam Sanders, Saeed Jones, and Zach Stafford. Sam and Zach talk to Elise about her new book, “Flawless: Lessons in Looks and Culture from the K-Beauty Capital”. Elise gave her thoughts on body modification, digital culture setting beauty standards, and more. Then, a TED Talk from Lindsey Kite about how body image obsession can impact mental health. Find more Vibe Check wherever you get your podcasts.",2952,TED Talks Daily,2024-09-19T16:28:21Z
539749,david_finnigan_a_controversial_play_and_what_it_taught_me_about_the_psychology_of_climate,134949,"When playwright David Finnigan staged a play titled ""Kill Climate Deniers"" in 2014, he knew it'd get a strong reaction. What he wasn't prepared for was the idea that the blowback might actually cause him to rethink his own response to climate change. But as he shares in this delightfully engaging talk, his conversations with skeptics of all stripes ultimately taught him a fresh and fascinating lesson about how we can all think about — and act upon — the climate crisis.",607,David Finnigan,2024-09-06T14:54:01Z
542597,kristine_mcdivitt_tompkins_and_amir_nizar_zuabi_what_does_it_take_to_create_change_an_artist_and_a_conservationist_answer,136282,"What does it actually take to make meaningful change? Conservationist Kristine McDivitt Tompkins and playwright and theater director Amir Nizar Zuabi reflect on the deep connection between human suffering and environmental degradation and the community-building power of art to raise awareness. With equal parts hope and concern for the future, they speak to the urgent need to act now — and emphasize the transcendent power of compassion-fueled collaboration. (This conversation is part of “TED Intersections,” a new series featuring thought-provoking conversations between experts exploring ideas at the intersection of their experience.)",1389,Kristine McDivitt Tompkins and Amir Nizar Zuabi,2024-09-06T14:40:50Z
543553,david_r_flum_what_does_appendix_pain_feel_like,136697,"In 1961, an Antarctic expedition took a harrowing turn: Dr. Leonid Rogozov began feeling feverish, with an excruciating pain in his right side. It soon became clear that he had appendicitis. While Rogozov’s predicament was extreme, appendicitis is not uncommon; affecting roughly one in 12 people. So, what causes appendicitis? And why is this organ so prone to bursting? David R. Flum investigates. [Directed by Igor Ćorić, Artrake Studio, narrated by Addison Anderson, music by Salil Bhayani, cAMP Studio].",317,David R. Flum,2024-09-05T15:05:36Z
543515,dana_gunders_how_to_turn_the_tables_on_food_waste,136665,"We waste a staggering one trillion dollars worth of food each year, significantly contributing to greenhouse gas emissions and the climate crisis. Food waste expert Dana Gunders shares innovative solutions to reduce waste — from solar-powered cold rooms to apps that sell discounted restaurant leftovers — and shares tips on how you can keep good food from going to the trash.",686,Dana Gunders,2024-09-05T14:46:19Z
543551,cella_wright_the_surprising_reason_zebras_have_stripes,136696,"Zebras belong to the same equine family as horses and donkeys. After their lineage entered Africa, they evolved into three zebra species, lived in social herds, grazed on grasses, and evaded fierce predators. One mystery that has perplexed prominent scientists for decades is the matter of their coats: why are they striped? Cella Wright digs into the common theories about the unique patterning. [Directed by Sharon Colman, narrated by Addison Anderson, music by Jarrett Farkas].",335,Cella Wright,2024-09-03T15:07:18Z
543829,alex_carter_how_to_ask_for_more_and_get_it_sep_2024,136892,"How do you get what you want out of a negotiation? United Nations negotiation trainer Alex Carter says the best methods center on recruitment, not rivalry. Whether you're asking for a raise or resolving a family dispute, she offers five simple tips for a successful discussion — starting with one powerful question.",800,Alex Carter,2024-09-03T14:51:49Z
544387,the_ted_ai_show_could_your_new_best_friend_be_an_ai_powered_npc_w_purnendu_mukherjee,137112,"Non Player Characters --NPCs for short-- have always been a huge part of what makes video games engaging, from Cortana in Halo to Navi in The Legend of Zelda. But interactions with NPCs were always limited to a pre-written script. Until now. Purnendu Mukherjee is the CEO of Convai, a platform that enables developers to create NPCs with human-like conversational abilities. He joins The TED AI Show host Bilawal Sidhu to chat about our evolving relationship with ""AI characters” and what we gain and lose when our digital relationships are so life-like, it almost doesn’t matter who (or what) is on the other end. 

",1816,The TED AI Show,2024-09-03T19:48:12Z
542594,yara_shahidi_and_anil_seth_what_makes_you_you_an_actor_and_a_neuroscientist_answer,136281,"What can acting reveal about the mystery of consciousness? Actor and producer Yara Shahidi and cognitive neuroscientist Anil Seth unpack the surprising ways that portraying different characters can reveal insights about our authentic selves — even if we're not actually performing onstage or onscreen. Explore the intersection of consciousness and identity and discover how our brains and bodies work in tandem to form our understanding of ourselves. (This conversation is part of “TED Intersections,” a series featuring thought-provoking conversations between experts navigating the ideas shaping our world.)",1324,Yara Shahidi and Anil Seth,2024-08-30T15:38:57Z
540870,zeynep_ton_the_case_for_good_jobs_and_why_they_re_good_for_business_too,135442,"Many of the jobs that keep the world running — like cleaning bathrooms, picking up trash, caring for the elderly — pay so poorly that workers can barely make ends meet. Nonprofit leader Zeynep Ton is intent on changing that, showing why everyone wins when companies pay their people livable wages and offer opportunities for growth.",822,Zeynep Ton,2024-08-30T14:57:56Z
542581,tejal_gala_are_you_more_likely_to_explode_or_freeze_in_space,136279,"Imagine a scientist who has teleported to space. His spacesuit’s pressurized air protects his bodily fluids from vaporization, its oxygen tank keeps him breathing, and the insulation prevents him from freezing. But although these features thwart an immediate tragedy, space is still an incredibly dangerous place. So, what does a prolonged stay in space do to the human body? Tejal Gala investigates. [Directed by Henrique Barone, narrated by Jack Cutmore-Scott, music by Jan Willem de With].",296,Tejal Gala,2024-08-29T15:05:13Z
538582,carole_k_hooven_how_testosterone_and_culture_shape_behavior,134465,"Drawing on her research into the science of play, evolutionary biologist Carole K. Hooven delves into how testosterone impacts the body and brain, interacting with culture to create differences in human behavior — starting with why boys tend to prefer rougher play than girls.",875,Carole K. Hooven,2024-08-29T14:47:46Z
543865,fixable_how_to_spot_a_bully_in_the_workplace_w_master_fixer_amy_cuddy_part_1,136914,"Where do bullies go when they grow up? New research shows they just move from the playground to the workplace. This week, Master Fixer and social psychologist Amy Cuddy joins Anne and Frances to walk us through the strikingly stable patterns bullies follow to undermine and ostracize their targets – patterns that are way more common than you might think. Stay tuned for part two where Cuddy details actions you can take to stop bullies in next week’s episode.

What problems are you dealing with at work right now? Text 234-FIXABLE or email fixable@ted.com to be featured on the show.

Transcripts for Fixable are available at go.ted.com/fixabletranscripts.",2020,Fixable,2024-08-28T20:39:10Z
542470,farhad_mohit_the_beautiful_paradoxes_of_a_multicultural_identity,136218,"How do you find yourself when you belong to two seemingly opposing cultures? Embracing the paradoxes of dual identity, creative disruptor Farhad Mohit explores how being both Iranian and American allows him to navigate the tension between independence and interdependence, progress and presence — and to live fully in the here and now.",295,Farhad Mohit,2024-08-28T14:47:17Z
542476,paschal_kyiiripuo_kyoore_the_tale_of_the_boy_who_tricked_a_tyrant,136219,"Shock seized the West African Dagara village as word travelled of a new decree. Completely disregarding time-honored naming rituals, the tyrannical chief declared that he alone would name the village’s children. But soon an unlikely challenger appeared: Yagangnaa, the boy who named himself. Paschal Kyiiripuo Kyoore shares the tale of the defiant boy and his battle of wits with the chief. [Directed by Lesego Vorster, The Hidden Hand Studios, narrated by Christina Greer, music by Salil Bhayani, cAMP Studio].",261,Paschal Kyiiripuo Kyoore,2024-08-27T15:07:35Z
543145,henna_pryor_want_to_get_ahead_at_work_risk_the_awkward_moments,136523,"When we avoid feeling awkward, we often miss an opportunity for growth, says workplace performance expert Henna Pryor. She shares tips on embracing discomfort for the sake of self-betterment and shows how pushing past the ""cringe chasm"" — the gap between how we perceive ourselves and how others see us — can open up chances to get ahead at work and in life.",937,Henna Pryor,2024-08-27T14:50:05Z
543464,deb_chachra_the_invisible_networks_shaping_your_everyday_life,136654,"The basic infrastructure that controls plumbing, electricity and more is vital to your individual agency, says engineering professor Deb Chachra. She offers a crash course on how these systems connect to shape our lives — and suggests some key improvements for providing long-term, sustainable energy to everyone.",806,Deb Chachra,2024-08-26T14:59:52Z
542191,jonathan_haidt_ted_talks_daily_book_club_the_anxious_generation,136023,"Join TED Talks Daily Host Elise Hu as she interviews TED speakers about their latest books and delves deep into their ideas. Social psychologist Jonathan Haidt's latest book, “The Anxious Generation,” is shaping cultural conversations -- and sparking fierce debates. The #1 NYT best seller investigates the mental health crisis among young people, and argues the cause is clear: a smartphone-based childhood, amplified by overprotective parenting. 

Informed by Jonathan's work, there is an international movement to limit cellphones in schools and families. But is that the right path forward? 

And if it is, how do you shift something so socially entrenched? 

Join Elise, Jonathan and TED Members for a lively exploration of these questions and more. This live conversation was recorded as part of the TED membership program. TED Members are invited to attend our live recordings and participate in Q&As with authors. To join in on the fun, sign up at go.ted.com/membership.",2353,Jonathan Haidt,2024-08-24T22:26:48Z
542772,anjan_sundaram_meet_our_planet_s_hidden_defenders,136305,"Small Indigenous communities make up only five percent of the world's population, but they defend 80 percent of the biodiversity that remains on Earth, says war reporter Anjan Sundaram. He paints a picture of Mexico's embattled ecological frontlines, where invisible heroes are fighting corporations and cartels alike to save our planet's last natural ecosystems.",592,Anjan Sundaram,2024-08-23T14:58:45Z
542195,noah_charney_the_tragedy_of_the_one_guy_who_was_right_about_the_trojan_horse,136024,"Laocoön, a seer and priest, was deeply suspicious of the enormous wooden horse that the Greeks left in Troy and cautioned the Trojans not to accept this strange offering. But their fate was already sealed — the gods granted the Greeks victory and punished the priest for threatening their success. Noah Charney explores how Laocoön’s tragic tale inspired countless artists across the ancient world. [Directed by Michael Kalopaidis, Zedem Media, narrated by Addison Anderson, music by Manolis Manoli].",333,Noah Charney,2024-08-22T15:03:12Z
542468,agnes_kalibata_how_to_empower_farmers_and_nourish_the_planet,136217,"Africa's smallholder farmers feed millions of people and uplift economies, yet they often lack the basic resources needed to thrive, says agricultural scientist and policymaker Agnes Kalibata. She outlines how to empower these farmers with better tools, climate resilience strategies and market access — so they can continue to nourish humanity while caring for the planet.",656,Agnes Kalibata,2024-08-22T14:42:15Z
542776,paul_rucker_we_were_lied_to,136306,"""Leaving out information can be just as detrimental as a lie,” says multidisciplinary artist Paul Rucker. In a talk bookended by two cello performances, he shares photographs of the history we often omit — and introduces Cary Forward, his new museum aimed at spotlighting histories of exclusion and perseverance.",788,Paul Rucker,2024-08-22T14:23:10Z
542282,gabrielle_rifkind_how_to_prevent_or_stop_a_war,136077,"""I'm not a pacifist, but in the end, war is the greatest human rights abuse and does not make the world safer,"" says Gabrielle Rifkind, director of the Oxford Process, an organization dedicated to ending armed conflict. She shares how inclusive negotiating strategies can prevent war from breaking out or stop an ongoing conflict — and shows what we can do to make peace real for all.",784,Gabrielle Rifkind,2024-08-21T14:48:05Z
541681,david_biello_is_this_the_most_valuable_thing_in_the_ocean,135803,"Whales frequently surface to take in air and let out massive plumes of waste. And while this slurry might seem disgusting, whale poop is much more desirable than it may seem. In fact, it may be one of the most important substances in the ocean — and the world. So, what makes whale poop so vital to our ecosystems? David Biello shares the surprising benefits of whale excrement. [Directed by Joseph Clark, Oh Studio, narrated by Addison Anderson, music by Jarrett Farkas].",316,David Biello,2024-08-23T21:29:40Z
540087,abdoulaye_diabate_how_to_end_malaria_once_and_for_all,135145,"Malaria is a disease as old as humankind, yet we may be closer than ever to eliminating it, says medical entomologist Abdoulaye Diabaté. He explains the potential of ""gene drive"" technology — which aims to disrupt mosquito reproduction as a means of halting malaria transmission in Africa — and shows how his team is partnering with local communities to solve this public health challenge.",743,Abdoulaye Diabaté,2024-08-20T14:46:22Z
530179,saamra_mekuria_grillo_yes_you_can_be_an_entrepreneur_too,130446,Who gets to be an entrepreneur? Saamra Mekuria-Grillo says the image we most commonly see — a guy in a hoodie — is a limiting representation of entrepreneurial success. She highlights the importance of young Black people seeing entrepreneurship as a possibility for themselves and explains the key to making the field more inclusive.,667,Saamra Mekuria-Grillo,2024-08-19T15:07:30Z
541848,jay_bailey_how_entrepreneurs_can_unlock_their_full_potential,135884,Jay Bailey says so many ideas never see the light of day because entrepreneurship has a problem of belonging. He shares how a chance encounter kicked off his own journey to becoming an entrepreneur and advocate for Black-owned businesses — and shows how anyone can unlock untapped potential.,841,Jay Bailey,2024-08-16T14:58:18Z
541679,max_g_levy_how_do_bulletproof_vests_work,135802,"By 1975, Richard Davis had been shot at close range 192 times. But not only was he completely healthy, each of those bullets were part of a demonstration to sell his new product: the bulletproof vest. So, how does such a light, flexible piece of clothing stop a bullet? The secret was a synthetic fiber material invented a decade earlier. Max G. Levy explores the incredible strength of kevlar. [Directed by Vitalii Nebelskyi, and action creative agency, narrated by Addison Anderson, music by Cem Misirlioglu].",296,Max G. Levy,2024-08-15T15:16:51Z
541677,victor_ochen_the_intersection_of_war_and_climate_change,135801,"Conflict is the biggest barrier to tackling climate change, says youth advocate Victor Ochen. Having seen firsthand how war undermined Uganda's economic and environmental potential, he explains the need to address the shared root causes of conflict and climate issues — starting by empowering African youth.",686,Victor Ochen,2024-08-15T14:35:58Z
542391,how_to_be_a_better_human_how_to_develop_the_habits_you_want_and_get_rid_of_the_ones_you_don_t_w_james_clear,136145,"We all have habits - the good and not-so good kind. But can we use them to our advantage? In this week’s episode, Chris is joined by James Clear, entrepreneur and author of #1 New York Times bestseller, “Atomic Habits”, for a conversation about the power of habitual behavior. They discuss the science of habit formation, how to understand the forces that motivate you, and why the sum of many little habits can add up to a better life. For the full text transcript, visit go.ted.com/BHTranscripts     ",2049,How to Be a Better Human,2024-08-15T19:19:52Z
542019,johan_rockstrom_the_tipping_points_of_climate_change_and_where_we_stand,135902,"We're nearly halfway through the 2020s, dubbed the most decisive decade for action on climate change. Where exactly do things stand? Climate impact scholar Johan Rockström offers the most up-to-date scientific assessment of the state of the planet and explains what must be done to preserve Earth's resilience to human pressure.",1115,Johan Rockström,2024-08-14T14:52:55Z
540094,louise_thwaites_why_is_it_so_dangerous_to_step_on_a_rusty_nail,135146,"In the 5th century, a ship master was suffering from a nasty infection that caused his jaws to press together, his teeth to lock up, and the muscles in his neck and spine to spasm. Today we know this account to be one the first recorded cases of tetanus. So, what causes this peculiar infection? Louise Thwaites explores how tetanus affects our bodies, and how we can prevent it. [Directed by Andrew Foerster, Rewfoe, narrated by Pen-Pen Chen, music by Jason Stamatyades]. ",269,Louise Thwaites,2024-08-13T15:18:55Z
541254,ayelet_fishbach_how_to_set_the_right_goals_and_stay_motivated,135550,"You can't just ""find"" motivation, says scientist Ayelet Fishbach — you have to learn how to motivate yourself. She shares a handful of tips backed by 20 years of motivation research, offering surprisingly simple wisdom on how to optimize your goals, set yourself up for success and avoid the tempting calls of procrastination.",1024,Ayelet Fishbach,2024-08-13T14:45:20Z
541675,willie_williams_the_astonishing_future_of_immersive_live_entertainment,135800,"Multimedia show director Willie Williams has helped redefine live entertainment in collaboration with artists ranging from David Bowie to The Rolling Stones. He gives a behind-the-scenes look at his recent epic undertaking — designing and directing the rock band U2’s 40-night residency at the Sphere in Las Vegas, a blend of cutting-edge technology and imaginative visual storytelling — and shares what it takes to create unforgettable experiences that foster connection.",792,Willie Williams,2024-08-12T14:43:34Z
541757,good_sport_how_to_survive_a_losing_team,135859,"No one loves to lose. But even if you are a GOAT on a great AND lucky team, no one wins every time. So how do people who face loss after loss keep fighting to win? Jody speaks with Nikky McCray, a retired WNBA player who played on three All-Star teams and now coaches at Rutgers, about the secrets to perseverance. Then he chats with psychologist and neuroscientist Ian Robertson to discuss what losing can teach us about winning. 

",1740,Good Sport,2024-08-12T16:46:06Z
540876,andrew_miki_are_your_coping_mechanisms_healthy,135446,"What do you do when you're feeling stressed or anxious? Psychologist Andrew Miki explains how many of the coping mechanisms that help us feel better in the moment — like procrastinating, overusing our smartphones or endlessly scrolling social media — actually leave us feeling more depleted over time. He shows how you can break these habits in order to build up resilience and improve your self-confidence.",583,Andrew Miki,2024-08-09T14:59:29Z
541068,jerusalem_youth_chorus_an_anthem_for_peace_and_justice_from_israeli_and_palestinian_youth,135549,"""Human beings are hardwired to trust one another more when we sing together,"" says Micah Hendler, founder of the Jerusalem Youth Chorus, a music and dialogue project that brings young Palestinian and Israeli individuals together through song. Hendler and executive director Amer Abu Arqub explore how music creates cross-cultural understanding — even during times of war — and introduce the young singers, who perform a powerful anthem of nonviolence and call on listeners to choose a different way forward.",447, Jerusalem Youth Chorus,2024-08-09T14:49:22Z
509275,aviv_regev_can_ai_help_develop_new_medicines,121116,"It can take over a decade to develop a single new medicine, with many failing in pre-clinical research or clinical trials. Computational biologist Aviv Regev shares how AI can transform this development process, crunching massive amounts of data at scale to create precise, life-saving medications to the millions of patients who need them.",902,Aviv Regev,2024-08-09T14:44:02Z
538013,cella_wright_what_are_warts_and_how_do_you_get_rid_of_them,134131,"Throughout history, people have attributed warts to contact with things like sea foam, boiled egg water, and, of course, toads. Fortunately, we now know that warts are not caused by toads, but are actually caused by human papillomaviruses, or HPVs. So, how exactly do HPVs lead to warts? And what should you do if you get one? Cella Wright explores the science of these bumpy skin growths. [Directed by Anton Bogaty, narrated by Christina Greer, music by Jarrett Farkas].",292,Cella Wright,2024-08-08T15:21:53Z
530177,mohan_sivaloganathan_the_breakthrough_power_of_young_leaders,130445,"Leadership isn't a title; it's a verb that requires action, says youth empowerment advocate Mohan Sivaloganathan. Drawing on his experience as the CEO of a nonprofit, he shares surprising lessons on adaptability and accountability, showing why truly effective leaders listen to the voice of younger generations.",730,Mohan Sivaloganathan,2024-08-08T14:47:55Z
541520,allyson_felix_the_olympic_spirit_and_how_you_can_tap_into_it,135722,"Allyson Felix is an 11-time Olympic medalist and the most decorated track and field athlete of all time. She joined us live from the 2024 Summer Olympics in Paris to share her sharp take on how to navigate setbacks, thrive under pressure and find purpose beyond winning — tips that will resonate with everyone, not just those going for gold. (This conversation was hosted by TED's Whitney Pennington Rodgers. Visit ted.com/membership to support TED today and join more exclusive events like this one.)",3045,Allyson Felix,2024-08-07T15:01:11Z
540434,peace_itimi_the_innovators_building_africa_s_thriving_tech_scene,135254,"“A new reality has emerged, one where ambitious Africans are writing their own stories as builders and as innovators,” says business storyteller Peace Itimi. Taking us inside Africa’s booming tech scene, she highlights the trailblazing entrepreneurs and startups reshaping Africa's economy through innovation and ambition.",428,Peace Itimi,2024-08-07T14:42:38Z
532002,shannon_odell_the_most_dangerous_elements_on_the_periodic_table,131437,"Within the periodic table loom many potential hazardous elements. Some elements are dangerous due to their toxicity. Others are dangerous because of how they respond, react, or even explode in the outside environment. And perhaps the most threatening elements are those that silently emit energy. So, which substances on the periodic table are the most dangerous? Shannon Odell investigates. [Directed by Anton Bogaty, narrated by Pen-Pen Chen, music by Cem Misirlioglu].",259,Shannon Odell,2024-08-06T15:06:42Z
540241,spencer_j_cox_how_to_disagree_with_respect_not_hate,135212,"Spencer J. Cox, Republican governor of the state of Utah in the United States, says that even in these deeply polarized times, it's still possible to disagree without hate or contempt. He shows how this idea sparked a viral campaign ad he co-created with his Democratic political opponent back in 2020 — and shares four practical things every one of us can do to heal the divides in our nations and neighborhoods. (TED is a non-partisan 501(c)(3) tax-exempt organization and does not participate or intervene in any political campaign and neither supports nor opposes any candidate for public office.)",736,Spencer J. Cox,2024-08-06T14:53:56Z
541270,aline_sousa_the_unsung_heroes_putting_climate_solutions_into_practice,133187,"The improper handling of waste is the third largest source of methane emissions in the world, says Aline Sousa, but waste pickers like her help reduce this environmental impact. She dives into the monumental effort of the often-overlooked people making sure recyclables, compostables and trash end up in the right places — and calls for better recognition of these key players on the frontline of fighting climate change. (Filmed in Brazil by director Tom Laffay and producer Alex Mirkhan in collaboration with POLIS. In Portuguese with subtitles.)",398,Aline Sousa,2024-08-05T15:03:43Z
540244,valerie_montgomery_rice_how_to_break_through_fear_and_become_a_leader,135214,"Vigilance. Grit. Resilience. Valerie Montgomery Rice, the president and CEO of Morehouse School of Medicine, shares where she learned these key qualities of successful leadership, offering three lessons for anyone who wants to overcome their fears, stand up for what’s right and build opportunity for all.",804,Valerie Montgomery Rice,2024-08-02T15:12:48Z
539554,stephanie_honchell_smith_why_did_people_wear_powdered_wigs,134944,"Wigs date at least as far back as ancient Egypt, where well-regarded hairdressers crafted them into intricate styles. And under certain ancient Roman dynasties, women’s wigs became particularly ornate. Yet it wasn’t until Louis XIII unveiled a magnificent mane in the 17th century that big wigs truly began booming. Stephanie Honchell Smith details the rise and fall of the bewigged fashion craze. [Directed by Patrick Smith, narrated by Alexandra Panzer, music by Stephen LaRosa].",319,Stephanie Honchell Smith,2024-11-11T15:56:55Z
540432,nathaniel_stinnett_why_isn_t_the_climate_movement_voting,135253,"Millions of people say they care deeply about climate change ... yet they're not showing up at elections to turn their concern into political power, says environmental voting advocate Nathaniel Stinnett. He explains why increasing voter participation is essential to advancing the climate movement and shows how his team is mobilizing millions of new environmental voters — without talking about climate change at all.",695,Nathaniel Stinnett,2024-08-01T14:51:52Z
540159,marion_campan_the_secret_to_finding_your_ideal_workplace,135190,"What's the most important thing to look for when applying for a new job? Entrepreneur Marion Campan advocates for a focus on company culture above all else. She offers practical strategies for evaluating companies before accepting a new position — including how to ask the right questions about values, feedback and expectations — to help job seekers find positions where they can thrive.",891,Marion Campan,2024-07-31T14:52:59Z
538007,krishna_sudhir_why_is_alzheimer_s_disease_so_difficult_to_treat,134130,"Around the world, millions of people have Alzheimer’s disease, a debilitating brain disorder that gradually destroys a person’s memory and other cognitive abilities. While doctors have studied Alzheimer’s for decades, conducting hundreds of clinical trials, there is still no effective preventive treatment or cure. So, why is Alzheimer’s disease so difficult to treat? Krishna Sudhir investigates. [Directed by Rowena Sheehan, narrated by Addison Anderson, music by André Aires].",330,Krishna Sudhir,2024-11-11T15:56:08Z
540294,cai_guo_qiang_a_firework_ladder_to_the_sky_and_the_magic_of_explosive_art,135242,"From a boy setting off small explosions in his living room to the creator of world-famous pyrotechnic events, multidisciplinary artist Cai Guo-Qiang has always been drawn to gunpowder. He gives a stunning tour of his work — including his fireworks spectacle at the 2008 Beijing Olympics, his ""sky ladder"" of fire reaching to the clouds and new work created with AI — and shows how his art probes the line between destruction and construction, control and freedom, violence and beauty. (This talk was delivered in Mandarin and translated live into English. The translation was put through a custom AI model of Cai Guo-Qiang's voice, powered by technology from Metaphysic. You'll hear how Cai would sound if he were speaking English.)",918,Cai Guo-Qiang,2024-07-30T14:54:21Z
538470,tammy_ma_the_secret_force_for_limitless_energy_lasers,134418,"In 2022, physicist Tammy Ma and the team at Lawrence Livermore National Laboratory achieved a scientific breakthrough decades in the making: fusion ignition, or the combining of two atoms to generate more energy out of a reaction than was put in — recreating on Earth the same process that powers the Sun. She explains how they used a giant laser (way, way bigger than you're thinking) to catalyze this reaction and shares a vision for how this technology could change the world by creating limitless clean energy.",820,Tammy Ma,2024-07-29T14:53:02Z
536272,emily_nagoski_ted_talks_daily_book_club_come_together,133709,"This is our second installment of the TED Talks Daily Summer Book Club series. Join Elise as she interviews TED speakers about their books and their ideas beyond the page.

As a sex educator and author, Emily Nagoski is renowned for dismantling the sexual myths that surround us, and replacing them with healthy ideas, backed by science. And then…her own sex life fell apart. Her latest book, “Come Together, the Science (and Art!) of Creating Lasting Sexual Connections,” is Emily’s attempt to research her way out of her own sexual desert. The result is a book that delights with humor and insights for anyone looking to improve their own relationship to pleasure and intimacy.

This interview was recorded live as part of the TED Membership program. TED Members are invited to attend our live recordings and participate in Q&As with authors. Next month: Jonathan Haidt. To join in on the fun, sign up at go.ted.com/membership.

",1901,Emily Nagoski,2024-07-26T21:12:09Z
539972,bel_trew_war_journalism_should_be_rooted_in_empathy_not_violence,135109,"We need journalism that moves beyond a constant focus on violence and honestly depicts the full impact of war, in and out of the trenches, says conflict journalist Bel Trew. She makes a passionate call for war reporting to be rooted in compassion and truth, sharing stories that illuminate the human toll of conflict with the hope of healing our fractured world.",891,Bel Trew,2024-07-26T14:45:58Z
537242,stephanie_honchell_smith_what_the_oil_industry_doesn_t_want_you_to_know,133909,"Throughout the 1980s, oil industry reps discussed the dangers of burning fossil fuels, acknowledging the risk their product posed to the future of humanity. However, instead of warning the public or pivoting towards renewable energy sources, they doubled down on oil — and launched a decades-long campaign to discredit climate change science. Stephanie Honchell Smith digs into Big Oil's tactics. [Directed by Sofia Pashaei, narrated by Adrian Dannatt, music by Salil Bhayani, cAMP Studio]. ",384,Stephanie Honchell Smith,2024-07-25T15:02:59Z
539869,jonathan_foley_the_problem_with_food_and_climate_and_how_to_fix_it,135050,"Global food production — from meat to grains — accounts for a third of all greenhouse gas emissions, says sustainability scientist Jonathan Foley. He presents a portfolio of data-backed solutions to build a better food system world-wide, starting with four key steps to cut emissions.",729,Jonathan Foley,2024-07-25T14:59:40Z
539747,doris_sung_how_buildings_can_improve_life_inside_and_out,134948,"Architect and building tech innovator Doris Sung presents a compelling vision for reimagining building facades as active contributors to urban life and public health. Showcasing innovative technologies — like buildings that filter particulates out of the air and facades that react to heat — Sung demonstrates how modern architecture can evolve beyond aesthetics to address critical issues like pollution, energy efficiency and urban heat islands, offering a glimpse into a future where architecture improves life for inhabitants and pedestrians alike.",658,Doris Sung,2024-07-25T14:57:35Z
539220,millie_chu_baird_the_satellite_helping_slow_climate_change_right_now,134732,"Meet MethaneSAT: the satellite circling Earth right now to track global emissions from methane: a highly potent, short-term greenhouse gas. Environmental advocate Millie Chu Baird details the heat-trapping side effects of a planet full of methane — and explains why understanding where it comes from and taking steps to reduce it is the single most important thing we can do to affect climate change in our lifetimes. (MethaneSAT is part of the Audacious Project, TED's initiative to inspire and fund global change.)",455,Millie Chu Baird,2024-07-24T14:37:38Z
538002,cella_wright_why_does_hitting_your_funny_bone_feel_so_horrible,134127,"It's something we've all experienced: the back of your elbow smacks against a hard surface and the impact sends a sensation so distinctly disquieting shooting down your arm that it takes several moments to regain composure. So, why does hitting this spot on your elbow— commonly known as the funny bone— feel so weird? Cella Wright explains one of the most complicated joints in the body. [Directed by Anton Bogaty, narrated by Susan Zimmerman, music by Salil Bhayani, cAMP Studio].",238,Cella Wright,2024-07-23T15:02:41Z
539222,lear_debessonet_with_brian_stokes_mitchell_what_s_possible_when_the_arts_belong_to_everybody,134733,"With huge, city-wide casts from an array of communities, theater director Lear deBessonet's productions illuminate the unique power of the arts to transform our lives through collective expression. She explores the power of spectacle to inspire awe, connect individuals and heal loneliness with tangible, life-changing results. In a dramatic moment, deBessonet's message comes to life when Broadway star Brian Stokes Mitchell takes the stage for a dazzling performance of ""The Impossible Dream (The Quest),"" accompanied by pianist Todd Almond, the MEI Screaming Eagles Marching Band and some surprise vocalists.",901,Lear deBessonet with Brian Stokes Mitchell,2024-07-22T14:51:41Z
539101,maria_arnal_cant_de_la_sibil_la_quien_mas_me_ama,134675,"Barcelona-based singer-songwriter Maria Arnal performs two songs blending her passions for technology and art with folk and techno-pop soundscapes. Using Holly+ (a digital twin of musician Holly Herndon's voice), alongside AI-generated voices and a portable organ controlled through her laptop, she sings a cover of a medieval apocalyptic chant followed by a new release.",478,Maria Arnal,2024-07-19T14:59:30Z
538580,rupaul_charles_bravery_brilliance_and_rupaul_charles_on_the_spot,134464,"In the debut of TED's new ""On the Spot"" rapid-fire Q&A format, Emmy-winning television superstar and drag icon RuPaul Charles answers questions about bravery, brilliance and more — all with his signature wit and wisdom. Get a glimpse inside RuPaul's head and hear his thoughts on the power of drag, the best way to slay, the most important personality trait -- and the best advice he's ever been given. (Featuring an equally rapid-fire Q&A with TED's Helen Walters.)",528,RuPaul Charles,2024-07-19T14:42:39Z
